Carrier,Activity,Data_Direction,LTE_Signal_Strength,Final_Test_Speed,Network_Types
A,Indoor,Upload,-98,3046.40853,LTE
A,Indoor,Upload,-95.33333333,5200.51888,LTE
A,Indoor,Upload,-88,13579.6299,LTE
A,Indoor,Upload,-86.5,12797.89628,LTE
A,Indoor,Upload,-88,12157.45564,LTE
A,Indoor,Upload,-86,15896.33763,LTE
A,Indoor,Upload,-85,11088.86006,LTE
A,Indoor,Upload,-89,16365.80364,LTE
A,Indoor,Upload,-86,15956.33811,LTE
A,Indoor,Upload,-85,16868.0231,LTE
A,Indoor,Upload,-86,13328.49228,LTE
A,Indoor,Upload,-87,13943.59747,LTE
A,Indoor,Upload,-66,16673.22571,LTE
A,Indoor,Upload,-66.5,16913.57281,LTE
A,Indoor,Upload,-67,16149.24092,LTE
A,Indoor,Upload,-67,14784.36255,LTE
A,Indoor,Upload,-78.5,18773.44707,LTE
A,Indoor,Upload,-77,14729.76741,LTE
A,Indoor,Upload,-78,15370.35033,LTE
A,Indoor,Upload,-77,16782.54449,LTE
A,Indoor,Upload,-80.5,14432.18119,LTE
A,Indoor,Upload,-63,18314.84794,LTE
A,Indoor,Upload,-98,4181.522879,LTE
A,Indoor,Upload,-99.5,1696.088859,LTE
A,Indoor,Upload,-99,4369.794359,LTE
A,Indoor,Upload,-100,1921.74875,LTE
A,Indoor,Upload,-101.6666667,2234.512661,LTE
A,Indoor,Upload,-98.25,5787.727172,LTE
A,Indoor,Upload,-93,12163.79607,LTE
A,Indoor,Upload,-93.66666667,11073.12331,LTE
A,Indoor,Upload,-94,7719.752083,LTE
A,Indoor,Upload,-94,11596.00666,LTE
A,Indoor,Upload,-79,20640.60069,LTE
A,Indoor,Upload,-79,20854.34847,LTE
A,Indoor,Upload,-79,20800.74642,LTE
A,Indoor,Upload,-79.5,17912.15456,LTE
A,Indoor,Upload,-80,19102.53576,LTE
A,Outdoor,Upload,-88,15634.47657,LTE
A,Outdoor,Upload,-88,13807.39582,LTE
A,Outdoor,Upload,-87,12287.54504,LTE
A,Outdoor,Upload,-87,13607.2359,LTE
A,Outdoor,Upload,-87,16826.22059,LTE
A,Outdoor,Upload,-90,15634.31008,LTE
A,Outdoor,Upload,-91,13590.54893,LTE
A,Outdoor,Upload,-91,10030.94613,LTE
A,Outdoor,Upload,-91,13843.78854,LTE
A,Outdoor,Upload,-90,9185.521102,LTE
A,Outdoor,Upload,-86,13761.61368,LTE
A,Outdoor,Upload,-87.33333333,12388.07996,LTE
A,Outdoor,Upload,-86,13608.74731,LTE
A,Outdoor,Upload,-84,15495.82048,LTE
A,Outdoor,Upload,-83,13251.28314,LTE
A,Outdoor,Upload,-81,13385.24034,LTE
A,Outdoor,Upload,-81,9787.08786,LTE
A,Outdoor,Upload,-80,9324.84905,LTE
A,Outdoor,Upload,-78,11592.36699,LTE
A,Outdoor,Upload,-79,12095.59489,LTE
A,Outdoor,Upload,-88,9960.685917,LTE
A,Outdoor,Upload,-89,11031.85694,LTE
A,Outdoor,Upload,-89,6747.850799,LTE
A,Outdoor,Upload,-88,9962.898911,LTE
A,Outdoor,Upload,-88,8174.711541,LTE
A,Outdoor,Upload,-89.5,9680.462017,LTE
A,Outdoor,Upload,-91.66666667,9913.375389,LTE
A,Outdoor,Upload,-91,8687.905809,LTE
A,Outdoor,Upload,-92,7887.177163,LTE
A,Outdoor,Upload,-91,12287.54504,LTE
A,Outdoor,Upload,-91,11785.2698,LTE
A,Outdoor,Upload,-82,7363.063868,LTE
A,Outdoor,Upload,-78,16636.95746,LTE
A,Outdoor,Upload,-78,15128.45135,LTE
A,Outdoor,Upload,-78,14603.56532,LTE
A,Outdoor,Upload,-78,15763.4353,LTE
A,Outdoor,Upload,-103.5,2711.558369,LTE
A,Outdoor,Upload,-101,1150.13751,LTE
A,Outdoor,Upload,-103,1957.928032,LTE
A,Outdoor,Upload,-103,1586.898589,LTE
A,Outdoor,Upload,-98,5372.16128,LTE
A,Outdoor,Upload,-99,5201.096523,LTE
A,Outdoor,Upload,-98,5615.395824,LTE
A,Outdoor,Upload,-97,3279.347773,LTE
A,Outdoor,Upload,-98,3661.513718,LTE
A,Outdoor,Upload,-90,7832.582028,LTE
A,Outdoor,Upload,-90,10407.16047,LTE
A,Outdoor,Upload,-90.5,4240.222148,LTE
A,Outdoor,Upload,-89,13556.2861,LTE
A,Outdoor,Upload,-88,8050.068414,LTE
A,Outdoor,Upload,-89,7395.353464,LTE
A,Outdoor,Upload,-90,7437.018876,LTE
A,Outdoor,Upload,-89.33333333,10016.38743,LTE
A,Outdoor,Upload,-90,9157.42397,LTE
A,Outdoor,Upload,-89,10422.87339,LTE
A,Outdoor,Upload,-81,15139.36917,LTE
A,Outdoor,Upload,-81,15170.16817,LTE
A,Outdoor,Upload,-82,12993.64212,LTE
A,Outdoor,Upload,-82.5,8275.703243,LTE
A,Outdoor,Upload,-81,12238.86984,LTE
A,Outdoor,Upload,-93,7802.597956,LTE
A,Outdoor,Upload,-93,5503.189603,LTE
A,Outdoor,Upload,-93.5,6919.023437,LTE
A,Outdoor,Upload,-93,8082.821857,LTE
A,Outdoor,Upload,-93,7879.022657,LTE
A,Outdoor,Upload,-92,1208.37232,LTE
A,Outdoor,Upload,-92,1161.185514,LTE
A,Outdoor,Upload,-92,964.4069303,LTE
A,Outdoor,Upload,-92,1496.072873,LTE
A,Outdoor,Upload,-92,811.737836,LTE
A,Outdoor,Upload,-91,6483.741506,LTE
A,Outdoor,Upload,-92,6260.242142,LTE
A,Outdoor,Upload,-91,11237.96514,LTE
A,Outdoor,Upload,-93,5742.770324,LTE
A,Outdoor,Upload,-92,7057.331112,LTE
A,Outdoor,Upload,-94,10325.95869,LTE
A,Outdoor,Upload,-94,9100.807107,LTE
A,Outdoor,Upload,-94,4399.390561,LTE
A,Outdoor,Upload,-95,5800.998667,LTE
A,Outdoor,Upload,-94,9819.844941,LTE
A,Outdoor,Upload,-95,6714.455797,LTE
A,Outdoor,Upload,-94,10580.53715,LTE
A,Outdoor,Upload,-96,8163.792514,LTE
A,Outdoor,Upload,-96,7035.493058,LTE
A,Outdoor,Upload,-62,17008.20438,LTE
A,Outdoor,Upload,-62,16353.06276,LTE
A,Outdoor,Upload,-62,17845.32978,LTE
A,Outdoor,Upload,-62,16393.09919,LTE
A,Outdoor,Upload,-62,16831.63039,LTE
A,Outdoor,Upload,-77,15570.53249,LTE
A,Outdoor,Upload,-77,14868.07509,LTE
A,Outdoor,Upload,-77,18343.53004,LTE
A,Outdoor,Upload,-77,17661.38427,LTE
A,Outdoor,Upload,-77,17739.47807,LTE
A,Outdoor,Upload,-100,1576.154632,LTE
A,Outdoor,Upload,-98,2959.71381,LTE
A,Outdoor,Upload,-99,3137.748945,LTE
A,Outdoor,Upload,-100,1961.785183,LTE
A,Outdoor,Upload,-98.33333333,2926.624306,LTE
A,Outdoor,Upload,-100,855.2287872,LTE
A,Outdoor,Upload,-99,8014.565811,LTE
A,Outdoor,Upload,-99,7047.194846,LTE
A,Outdoor,Upload,-99,7862.572762,LTE
A,Outdoor,Upload,-99,7242.954571,LTE
A,Outdoor,Upload,-88,18649.6981,LTE
A,Outdoor,Upload,-87.5,19219.62231,LTE
A,Outdoor,Upload,-88,18819.21351,LTE
A,Outdoor,Upload,-88,18396.5171,LTE
A,Outdoor,Upload,-88,17836.39191,LTE
B,Drive,Download,,1869.933765,eHRPD
B,Drive,Download,-99.66666667,4153.838131,LTE
B,Drive,Download,-98.33333333,2348.822845,LTE
B,Drive,Download,-106,1930.462776,LTE
B,Drive,Download,-101.3333333,4303.710738,LTE
B,Drive,Download,-82,5983.974837,LTE
B,Drive,Download,-83,4166.251148,LTE
B,Drive,Download,-76,8757.514354,LTE
B,Drive,Download,-85,2970.412466,LTE
B,Drive,Download,-78,5344.024406,LTE
B,Drive,Download,-97.66666667,5796.749483,LTE
B,Drive,Download,,30.19728759,eHRPD
B,Drive,Download,,16.45391694,eHRPD
B,Drive,Download,,487.5817818,eHRPD
B,Drive,Download,,,"LTE,eHRPD"
B,Drive,Download,-108,3282.772797,LTE
B,Drive,Download,-110.6666667,1109.741978,LTE
B,Drive,Download,-110.3333333,2126.863156,LTE
B,Drive,Download,-103.3333333,2335.61998,LTE
B,Drive,Download,-89.33333333,5972.594397,LTE
B,Drive,Download,-102.6666667,1986.991508,LTE
B,Drive,Download,-111,499.8781349,LTE
B,Drive,Download,-108.6666667,531.3785576,LTE
B,Drive,Download,-98.33333333,1799.179695,LTE
B,Drive,Download,-98,621.9711416,LTE
B,Drive,Download,-82.66666667,6759.169781,LTE
B,Drive,Download,-96.33333333,5768.85998,LTE
B,Drive,Download,-84,16201.57341,LTE
B,Drive,Download,-110.5,2010.827249,LTE
B,Drive,Download,-86.66666667,8353.396455,LTE
B,Drive,Download,-107.3333333,4840.132691,LTE
B,Drive,Download,-103.6666667,10920.17242,LTE
B,Drive,Download,-92.33333333,17560.92953,LTE
B,Drive,Download,-99.66666667,2908.781959,LTE
B,Drive,Download,-105.6666667,770.3186275,LTE
B,Drive,Download,-101.5,1104.947802,LTE
B,Drive,Download,-84.5,9208.554573,LTE
B,Drive,Download,-82,8603.34009,LTE
B,Drive,Download,-82,9829.307393,LTE
B,Drive,Download,-81.5,12416.41705,LTE
B,Drive,Download,-108,457.3387056,LTE
B,Drive,Download,-86,11585.05347,LTE
B,Drive,Download,-94.66666667,1119.063832,LTE
B,Drive,Download,-90.33333333,1414.935825,LTE
B,Drive,Download,-100.3333333,672.7766237,LTE
B,Drive,Download,-108.6666667,2085.474091,LTE
B,Drive,Download,-113.3333333,108.9596238,LTE
B,Drive,Download,,154.1921585,eHRPD
B,Drive,Download,-113.3333333,91.50489311,LTE
B,Drive,Download,-106.6666667,1108.300333,LTE
B,Drive,Download,-101.3333333,5191.395068,LTE
B,Drive,Download,-99,6442.863696,LTE
B,Drive,Download,-105.3333333,3898.400815,LTE
B,Drive,Download,-105.6666667,2611.296348,LTE
B,Drive,Download,-97.33333333,2458.071471,LTE
B,Drive,Download,-99.33333333,4333.601786,LTE
B,Drive,Download,-92.66666667,3409.07113,LTE
B,Drive,Download,-80.66666667,1024.017875,LTE
B,Drive,Download,-80.5,9259.759931,LTE
B,Drive,Download,-101.3333333,5842.857476,LTE
B,Drive,Download,-73,21391.71142,LTE
B,Drive,Download,-82.33333333,4277.580037,LTE
B,Drive,Download,-103.6666667,393.3962486,LTE
B,Drive,Download,-95,1412.051663,LTE
B,Drive,Download,-103,2664.105918,LTE
B,Drive,Download,-85.33333333,6690.287944,LTE
B,Drive,Download,-93.33333333,916.1237534,LTE
B,Drive,Download,-91.66666667,3102.851825,LTE
B,Drive,Download,-87.66666667,5078.130032,LTE
B,Drive,Download,-84,15862.41154,LTE
B,Drive,Download,-89.5,12293.71239,LTE
B,Drive,Download,-83.66666667,10605.29505,LTE
B,Drive,Download,-85.33333333,4716.084218,LTE
B,Drive,Download,-80.66666667,7681.048727,LTE
B,Drive,Download,-92.5,5249.434005,LTE
B,Drive,Download,-99.33333333,6031.133301,LTE
B,Drive,Download,-112,2994.915635,"LTE,eHRPD"
B,Drive,Download,-97,4209.576289,LTE
B,Drive,Download,-80.33333333,14550.25207,LTE
B,Drive,Download,-101.3333333,2532.975831,LTE
B,Drive,Download,-111.5,1232.821278,LTE
B,Drive,Download,-108.6666667,888.6441036,LTE
B,Drive,Download,-102.3333333,2565.030532,LTE
B,Drive,Download,-106.3333333,769.7542487,LTE
B,Drive,Download,-86.33333333,7839.047065,LTE
B,Drive,Download,-108,651.66787,LTE
B,Drive,Download,-93.66666667,1286.665307,LTE
B,Drive,Download,,11.81840174,eHRPD
B,Drive,Download,-114.3333333,,LTE
B,Drive,Download,,767.6590002,eHRPD
B,Drive,Download,-114,170.1064159,LTE
B,Drive,Download,,708.0105473,eHRPD
B,Drive,Download,-114.6666667,240.1078963,LTE
B,Drive,Download,,191.9555105,eHRPD
B,Drive,Download,,75.64611074,eHRPD
B,Drive,Download,-109.6666667,346.5607677,LTE
B,Drive,Download,-116.5,225.9974388,"LTE,eHRPD"
B,Drive,Download,-97,1628.769567,LTE
B,Drive,Download,,1102.896349,eHRPD
B,Drive,Download,-103,474.7926702,"LTE,eHRPD"
B,Drive,Download,-117,940.2211137,LTE
B,Drive,Download,-89.5,3650.10066,LTE
B,Drive,Download,-114,915.1358763,LTE
B,Drive,Download,-86.66666667,1559.860951,LTE
B,Drive,Download,-102.3333333,1308.056266,LTE
B,Drive,Download,,,1xRTT
B,Drive,Download,,100.2855072,1xRTT
B,Drive,Download,,15.54736443,eHRPD
B,Drive,Download,,449.0104332,eHRPD
B,Drive,Download,,112.5089141,eHRPD
B,Drive,Download,,194.9025421,eHRPD
B,Drive,Download,-118,,"LTE,eHRPD"
B,Drive,Download,-108.75,336.9320111,LTE
B,Drive,Download,,104.3151286,eHRPD
B,Drive,Download,-100,1019.595036,LTE
B,Drive,Download,-97,1726.78301,LTE
B,Drive,Download,-109.3333333,479.1875337,LTE
B,Drive,Download,,125.9653783,eHRPD
B,Drive,Download,-114.6666667,158.374185,LTE
B,Drive,Download,-95.66666667,4555.795932,LTE
B,Drive,Download,-102.6666667,502.4735688,LTE
B,Drive,Download,-106.3333333,72.62204824,LTE
B,Drive,Download,-95,2506.113269,LTE
B,Drive,Download,-101,380.5777575,LTE
B,Drive,Download,-107,641.6140619,LTE
B,Drive,Download,-109,586.3458158,LTE
B,Drive,Download,-110,170.2988972,LTE
B,Drive,Download,-109,501.6374579,LTE
B,Drive,Download,-80,3262.06809,LTE
B,Drive,Download,-87.33333333,1071.759635,LTE
B,Drive,Download,-111.3333333,632.3291679,LTE
B,Drive,Download,-103.6666667,1886.283484,LTE
B,Drive,Download,-103.6666667,1394.505633,LTE
B,Drive,Download,-100,942.8290719,LTE
B,Drive,Download,-117,462.9598354,"LTE,eHRPD"
B,Drive,Download,-115,770.7993457,LTE
B,Drive,Download,-101.3333333,3091.370196,LTE
B,Drive,Download,-104,2516.484266,LTE
B,Drive,Download,-86.66666667,5322.594079,LTE
B,Drive,Download,-106.3333333,279.8348876,LTE
B,Drive,Download,-112,955.1277629,LTE
B,Drive,Download,-112,692.109931,LTE
B,Drive,Download,-110.75,747.1720257,LTE
B,Drive,Download,-109,636.8367628,LTE
B,Drive,Download,-115.5,1487.785235,LTE
B,Drive,Download,-114,1309.732772,LTE
B,Drive,Download,-107,419.7040834,LTE
B,Drive,Download,,18.85603134,eHRPD
B,Drive,Download,,170.1012005,eHRPD
B,Drive,Download,-91,1218.508525,LTE
B,Drive,Download,-73.66666667,17762.12378,LTE
B,Drive,Download,-100.3333333,811.275165,LTE
B,Drive,Download,-88.66666667,2448.816173,LTE
B,Drive,Download,-83.66666667,6991.995104,LTE
B,Drive,Download,,70.68363673,"LTE,eHRPD"
B,Drive,Download,,47.58426399,eHRPD
B,Drive,Download,-91,4038.344204,LTE
B,Drive,Download,-95.66666667,2819.728646,LTE
B,Drive,Download,-85.33333333,13395.08684,LTE
B,Drive,Download,-83.5,7442.378852,LTE
B,Drive,Download,-85.33333333,4729.759064,LTE
B,Drive,Download,-86.33333333,2417.85929,LTE
B,Drive,Download,-97.5,724.4658071,LTE
B,Drive,Download,,1458.24683,eHRPD
B,Drive,Download,,321.4601974,eHRPD
B,Drive,Download,,320.0976811,eHRPD
B,Drive,Download,-103.3333333,3395.493272,LTE
B,Drive,Download,-96.33333333,1660.724062,LTE
B,Drive,Download,-107.3333333,1447.47737,LTE
B,Drive,Download,-103.3333333,1537.093599,LTE
B,Drive,Download,-80.66666667,4982.218313,LTE
B,Drive,Download,-104,5035.246773,LTE
B,Drive,Download,-111.3333333,1545.628016,LTE
B,Drive,Download,-111,2124.173771,LTE
B,Drive,Download,-109.6666667,2347.823229,LTE
B,Drive,Download,-111.6666667,1871.340824,LTE
B,Drive,Download,-112,1545.366013,LTE
B,Drive,Download,-113,76.70785448,LTE
B,Drive,Download,-113,10.86733728,LTE
B,Drive,Download,-110,778.4041345,LTE
B,Drive,Download,-112.6666667,1010.509533,LTE
B,Drive,Download,-110,2234.935413,LTE
B,Drive,Download,-113.6666667,859.5802181,LTE
B,Drive,Download,-104.6666667,1627.720911,LTE
B,Drive,Download,-109.3333333,2926.714758,LTE
B,Drive,Download,-111.5,802.5846906,LTE
B,Drive,Download,-83.33333333,9982.974359,LTE
B,Drive,Download,-93.66666667,5166.410969,LTE
B,Drive,Download,-99.33333333,2201.293822,LTE
B,Drive,Download,-99.5,1992.257012,LTE
B,Drive,Download,-85,6415.824283,LTE
B,Drive,Download,-107.3333333,1484.208055,LTE
B,Drive,Download,-111.6666667,554.108137,LTE
B,Drive,Download,-101,2509.304122,LTE
B,Drive,Download,-96.33333333,4059.696829,LTE
B,Drive,Download,-97,2244.483131,LTE
B,Drive,Download,-97.5,2162.923245,LTE
B,Drive,Download,-96.33333333,7072.119985,LTE
B,Drive,Download,-95,4434.706967,LTE
B,Drive,Download,-100.6666667,2558.509958,LTE
B,Drive,Download,-102,1731.441471,LTE
B,Drive,Download,-100.5,1368.585237,LTE
B,Drive,Download,-93,6032.844426,LTE
B,Drive,Download,-92,4682.253877,LTE
B,Drive,Download,-89,3733.359393,LTE
B,Drive,Download,-81.5,8030.27826,LTE
B,Drive,Download,-78.33333333,19412.75689,LTE
B,Drive,Download,-72.33333333,10608.26848,LTE
B,Drive,Download,-86.66666667,4344.152482,LTE
B,Drive,Download,-81,1629.752247,LTE
B,Drive,Download,-107,249.78883,LTE
B,Drive,Download,-100,2566.656768,LTE
B,Drive,Download,-82.66666667,3950.717796,LTE
B,Drive,Download,-78.66666667,6828.910766,LTE
B,Drive,Download,-82.33333333,3833.953308,LTE
B,Drive,Download,-92.5,4078.269052,LTE
B,Drive,Download,-102,10229.3366,LTE
B,Drive,Download,-79.66666667,8744.627104,LTE
B,Drive,Download,-103.3333333,2315.674198,LTE
B,Drive,Download,-106.6666667,2086.815701,LTE
B,Drive,Download,-108.6666667,1172.577009,LTE
B,Drive,Download,-111,1709.261896,LTE
B,Drive,Download,-110,1065.632238,LTE
B,Drive,Download,-100.6666667,1845.463365,LTE
B,Drive,Download,-87.66666667,5971.830482,LTE
B,Drive,Download,-92.5,8637.863239,LTE
B,Drive,Download,-105,3455.648798,LTE
B,Drive,Download,-76,6574.32165,LTE
B,Drive,Download,,,eHRPD
B,Drive,Download,-93.33333333,3248.168799,LTE
B,Drive,Download,-100,4565.855523,LTE
B,Drive,Download,-97.33333333,3396.648254,LTE
B,Drive,Download,-107,395.0789561,LTE
B,Drive,Download,-96,782.2359926,LTE
B,Drive,Download,-76.33333333,11110.38992,LTE
B,Drive,Download,-108.6666667,1141.609055,LTE
B,Drive,Download,-89.66666667,2059.748824,LTE
B,Drive,Download,-84.33333333,10627.9671,LTE
B,Drive,Download,-78.66666667,11248.94768,LTE
B,Drive,Download,-79,3701.423916,LTE
B,Drive,Download,-77,8237.502552,LTE
B,Drive,Download,-92.33333333,978.8334988,LTE
B,Drive,Download,,1091.680757,eHRPD
B,Drive,Download,,1040.910212,eHRPD
B,Drive,Download,,1925.278385,eHRPD
B,Drive,Download,-99,5376.72794,LTE
B,Drive,Download,-99,1602.151165,LTE
B,Drive,Download,-101.6666667,465.5907957,LTE
B,Drive,Download,-85.33333333,3060.473756,LTE
B,Drive,Download,-93.5,2684.52236,LTE
B,Drive,Download,-91.66666667,4826.148208,LTE
B,Drive,Download,-84.66666667,11285.50453,LTE
B,Drive,Download,-110.6666667,570.8464691,LTE
B,Drive,Download,-114,461.6309907,LTE
B,Drive,Download,-109.6666667,100.0700896,LTE
B,Drive,Download,,59.87052867,eHRPD
B,Drive,Download,,203.0418572,eHRPD
B,Drive,Download,,181.4523829,EVDO revision A
B,Drive,Download,-108.5,883.2983585,LTE
B,Drive,Download,-94,5536.724961,LTE
B,Drive,Download,-102.6666667,2077.824023,LTE
B,Drive,Download,-110,1290.138082,LTE
B,Drive,Download,-105.3333333,3654.839607,LTE
B,Drive,Download,-93.66666667,4614.004827,LTE
B,Drive,Download,,147.5515886,EVDO revision A
B,Drive,Download,,1831.096734,eHRPD
B,Drive,Download,,276.8667589,eHRPD
B,Drive,Download,,444.8661089,eHRPD
B,Drive,Download,,,eHRPD
B,Drive,Download,,1131.722723,eHRPD
B,Drive,Download,-100.5,472.4059482,LTE
B,Drive,Download,-100,1506.17185,LTE
B,Drive,Download,-97.5,1161.359464,LTE
B,Drive,Download,-96,2024.754947,LTE
B,Drive,Download,-99,741.1979488,LTE
B,Drive,Download,-96,1557.729823,LTE
B,Drive,Download,-101,2573.731514,LTE
B,Drive,Download,-111.5,633.9646398,LTE
B,Drive,Download,,250.8373333,eHRPD
B,Drive,Download,-109,878.7817424,LTE
B,Drive,Download,-98.5,6796.457754,LTE
B,Drive,Download,-101.5,3575.128681,LTE
B,Drive,Download,-94.5,3613.733452,LTE
B,Drive,Download,-111,1275.547698,LTE
B,Drive,Download,,638.9099914,eHRPD
B,Drive,Download,,,eHRPD
B,Drive,Download,,,
B,Drive,Download,-119,70.97664493,LTE
B,Drive,Download,-114,272.5459215,LTE
B,Drive,Download,-113,747.7948193,LTE
B,Drive,Download,-109.3333333,256.0924044,LTE
B,Drive,Download,-117,68.96454956,"LTE,eHRPD"
B,Drive,Download,-106,765.9688993,LTE
B,Drive,Download,-100,3757.574158,LTE
B,Drive,Download,-107.3333333,1141.501219,LTE
B,Drive,Download,-96,1839.128278,LTE
B,Drive,Download,-83.33333333,11683.4893,LTE
B,Drive,Download,-89.66666667,2963.695436,LTE
B,Drive,Download,-81.33333333,4574.337525,LTE
B,Drive,Download,-73,12994.18311,LTE
B,Drive,Download,-100.5,4775.56615,LTE
B,Drive,Download,-96,7833.099987,LTE
B,Drive,Download,-90.66666667,4381.271116,LTE
B,Drive,Download,-90,3482.129321,LTE
B,Drive,Download,-99,2199.989639,LTE
B,Drive,Download,-98,669.1940101,LTE
B,Drive,Download,,469.7610467,eHRPD
B,Drive,Download,,,eHRPD
B,Drive,Download,,34.72113859,eHRPD
B,Drive,Download,-94,3646.819542,LTE
B,Drive,Download,-99,1840.329817,LTE
B,Drive,Download,-86.33333333,16797.99954,LTE
B,Drive,Download,-90.66666667,7919.483714,LTE
B,Drive,Download,-104.6666667,2997.590401,LTE
B,Drive,Download,-86.66666667,6534.471398,LTE
B,Drive,Download,-81.66666667,7928.440471,LTE
B,Drive,Download,-102,1465.647974,LTE
B,Drive,Download,-100,4781.825029,LTE
B,Drive,Download,-93,3536.247054,LTE
B,Drive,Download,-86.66666667,4058.812652,LTE
B,Drive,Download,-76.66666667,3397.007383,LTE
B,Drive,Download,-108.3333333,2331.284497,LTE
B,Drive,Download,-112,1254.984994,LTE
B,Drive,Download,-92.66666667,5033.355171,LTE
B,Drive,Download,-87.33333333,6139.770517,LTE
B,Drive,Download,-87.66666667,3103.278379,LTE
B,Drive,Download,-104.3333333,730.6386457,LTE
B,Drive,Download,-77.66666667,6222.13481,LTE
B,Drive,Download,-89.33333333,3111.143343,LTE
B,Drive,Download,-86.33333333,12160.12525,LTE
B,Drive,Download,-98.66666667,3923.870634,LTE
B,Drive,Download,-105.6666667,1414.10915,LTE
B,Drive,Download,-99.66666667,4257.838688,LTE
B,Drive,Download,-103.5,2568.473459,LTE
B,Drive,Download,-88,9772.606499,LTE
B,Drive,Download,-93,548.8814935,LTE
B,Drive,Download,,10.3280466,eHRPD
B,Drive,Download,,7.326201288,eHRPD
B,Drive,Download,,19.52998665,eHRPD
B,Drive,Download,,31.93315044,eHRPD
B,Drive,Download,-106.6666667,505.6579362,LTE
B,Drive,Download,,,eHRPD
B,Drive,Download,-72,9825.600529,LTE
B,Drive,Download,-69.33333333,6082.637762,LTE
B,Drive,Download,-109.3333333,375.9705641,LTE
B,Drive,Download,-100.3333333,3504.678101,LTE
B,Drive,Download,-99,6351.792503,LTE
B,Drive,Download,-102.6666667,2466.422716,LTE
B,Drive,Download,-98.66666667,4144.252949,LTE
B,Drive,Download,-101,2170.211039,LTE
B,Drive,Download,-84.33333333,12820.87208,LTE
B,Drive,Download,-94.66666667,5877.909167,LTE
B,Drive,Download,-98,5344.01138,LTE
B,Drive,Download,-108,993.9063899,LTE
B,Drive,Download,,463.7014235,eHRPD
B,Drive,Download,-108.6666667,1859.246306,LTE
B,Drive,Download,,417.9227989,eHRPD
B,Drive,Download,,79.07980233,eHRPD
B,Drive,Download,-91.66666667,6821.719021,LTE
B,Drive,Download,-100,2342.717962,LTE
B,Drive,Download,-82,16859.72645,LTE
B,Drive,Download,-105,3026.504117,LTE
B,Drive,Download,-95.66666667,7552.705154,LTE
B,Drive,Download,-96.66666667,1927.89656,LTE
B,Drive,Download,-100.3333333,1577.936132,LTE
B,Drive,Download,-110.3333333,524.3959476,LTE
B,Drive,Download,-108.3333333,538.302441,LTE
B,Drive,Download,-108.6666667,702.2707544,LTE
B,Drive,Download,-86,4478.191393,LTE
B,Drive,Download,-76,6305.846201,LTE
B,Drive,Download,-90.66666667,7058.513298,LTE
B,Drive,Download,-88.33333333,558.05984,LTE
B,Drive,Download,-84.5,2514.021755,LTE
B,Drive,Download,-83.33333333,4530.549827,LTE
B,Drive,Download,-84,7417.176986,LTE
B,Drive,Download,-83.33333333,3318.248068,LTE
B,Drive,Download,-97,3568.820837,LTE
B,Drive,Download,-89,4335.504198,LTE
B,Drive,Download,-88,7692.076364,LTE
B,Drive,Download,-100,534.6468299,LTE
B,Drive,Download,-105.3333333,1137.918268,LTE
B,Drive,Download,-88,1533.286288,LTE
B,Drive,Download,-102.3333333,321.9723629,LTE
B,Drive,Download,,60.97300561,eHRPD
B,Drive,Download,-100.3333333,1175.154458,LTE
B,Drive,Download,-89.33333333,7404.57323,LTE
B,Drive,Download,-91,4945.20737,LTE
B,Drive,Download,-89.33333333,10171.19537,LTE
B,Drive,Download,-87,8514.71618,LTE
B,Drive,Download,-86,8480.110586,LTE
B,Drive,Download,-111,1134.985045,LTE
B,Drive,Download,-114.3333333,310.9375191,LTE
B,Drive,Download,-108.6666667,638.13905,LTE
B,Drive,Download,-97.66666667,2434.365182,LTE
B,Drive,Download,-103.5,2601.367618,LTE
B,Drive,Download,-84.33333333,20176.66713,LTE
B,Drive,Download,-104.3333333,6186.766134,LTE
B,Drive,Download,-110.3333333,3769.026496,LTE
B,Drive,Download,-110,2543.824176,LTE
B,Drive,Download,-110.6666667,2177.500254,LTE
B,Drive,Download,-107.6666667,1140.845938,LTE
B,Drive,Download,-100.3333333,514.9111631,LTE
B,Drive,Download,-91.5,3780.606277,LTE
B,Drive,Download,,962.3614248,eHRPD
B,Drive,Download,,134.7474124,eHRPD
B,Drive,Download,-101.6666667,1096.476541,LTE
B,Drive,Download,-98.33333333,1025.677041,LTE
B,Drive,Download,-104,308.6216072,LTE
B,Drive,Download,-106,635.3098391,LTE
B,Drive,Download,-109.3333333,,LTE
B,Drive,Download,-92,6225.567337,LTE
B,Drive,Download,-97.66666667,734.1003304,LTE
B,Drive,Download,-72.66666667,11876.50895,LTE
B,Drive,Download,-100.6666667,7019.93683,LTE
B,Drive,Download,-108.3333333,9181.391468,LTE
B,Drive,Download,-101.5,5737.902264,LTE
B,Drive,Download,-108,2451.414428,LTE
B,Drive,Download,-107.6666667,1885.255609,LTE
B,Drive,Download,-84,12343.31423,LTE
B,Drive,Download,-104,2015.124279,LTE
B,Drive,Download,-96.66666667,5991.88446,LTE
B,Drive,Download,-109,889.6256728,LTE
B,Drive,Download,-106.5,2305.81112,LTE
B,Drive,Download,-105,2135.888892,LTE
B,Drive,Download,-110,3429.344902,LTE
B,Drive,Download,-107.3333333,4693.816405,LTE
B,Drive,Download,-113,3547.24044,LTE
B,Drive,Download,-110,4063.756793,LTE
B,Drive,Download,-109,5379.230726,LTE
